fitval,resids
1.0,0.0
1.320721245599144,0.027763602885704675
1.103587811988144,-0.03540599380632581
0.8713642118766427,-0.0456066361190669
0.7085950981699449,0.033829144254297616
0.6021177850237576,0.08727615437018188
0.5332726310438066,0.012181914410738903
0.48828994590514085,-0.07162327923847417
1.0,0.0
1.0548883321561384,0.0018802267958266672
1.1442460091748574,-0.26651675153293586
0.9922362527636834,0.2435716074983254
0.798830951208407,0.2928721055601521
0.6198419809521671,-0.0827240770220361
0.470409217519514,-0.16909917385139167
0.3517004972765356,-0.10715901256037838
1.0,0.0
1.1255263999685032,-0.0061848361824949905
1.1449378675363842,-0.03794198276272165
1.0866051196158948,-0.012531045541820607
0.997193850132253,0.039843186904783945
0.8849332512294434,0.05333835370882811
0.7871349302640175,0.07706260060018
0.695682886434114,-0.11132074651641855
1.0,0.0
1.026473178744996,-0.004001268632636723
0.8897710451231337,0.020341314427428037
0.6253529408485454,-0.029847322871017323
0.5215495930991293,0.006540294541320102
0.4002376973700028,0.015492639708648892
0.3299831254023055,-0.004140428773092064
1.0,0.0
0.9794613428273796,-0.0003818449194298301
0.72233266333557,0.00570080946777729
0.49864815897845566,-0.0007402091876606565
0.3824327524760712,-0.010047815237577473
0.34768994920409246,0.00377448594235108
0.33071936203679614,0.0040086714360072495
1.0,0.0
1.0262889636224803,2.682585120394876e-5
1.035936343811169,0.0009057614519887291
1.035961428365937,0.16930172952879974
1.0359615129395214,0.18509111863942596
1.0359615132366846,-0.05175098692089519
1.035961513239043,-0.10438256587062189
1.0359615132375934,-0.1991194079744355
1.0,0.0
1.1231376362872354,0.021599205818027656
1.0966507657681697,-0.07033497629448537
0.9495761286590382,0.06358176607780408
0.7621636498046629,0.014152139669021402
0.5841274278533704,-0.018337954169159842
0.4339729910611899,-0.026078254219084607
0.3152865700995085,0.013660798321544154
1.0,0.0
0.9900894241872418,-0.010922757520575033
0.9061431993674197,0.036565133965913765
0.7241119335758002,-0.02619526690913343
0.6269193443487524,-0.038377677682085665
0.5811226336339698,0.0022106996993636052
0.5486986012404089,0.029426398759591077
1.0,0.0
1.0481348086299793,0.05454376279859208
0.9485050459115878,-0.1136836173401592
0.8441749912829741,-0.0004249912829741298
0.7513206338742818,0.07903650898286119
0.6686797176960997,0.023284568018186125
0.595128823432173,-0.0058431091464586915
0.5296681013446367,-0.03859667277320811
1.0,0.0
1.8036351758354037,-0.0036351758354036257
1.8432742203837733,-0.003274220383773452
1.7073820142602258,0.05261798573977439
1.5740850710443766,-0.09408507104437658
1.4861942016510306,0.03380579834896946
1.4162714477771454,0.06372855222285456
1.3684506439700954,-0.048450643970095575
1.0,0.0
1.246134687947728,0.01843930308366204
1.3881711097672786,-0.05184823981212161
1.1480378057093268,0.008912866936413133
1.0453206944284987,0.07575553875535768
0.9850483890965192,-0.01868067609203483
0.9522333400869896,0.005165763052023875
0.857484230547329,-0.03461427539037831
1.0,0.0
1.1293640129048512,-8.644636492727287e-5
1.1454243365258148,-0.0009376445106055176
0.832190466114007,0.011915997764319952
0.5576250637056421,-0.03671251617712501
0.3674500082663831,0.035591816828673906
0.2431459618012829,0.004002327172101139
0.16300086553090648,-0.014711892146876071
1.0,0.0
0.9964442905845047,-0.035203980506985255
0.9938637548844806,0.06815174899148824
0.9938631302858381,0.03714462165214649
0.9938613747601575,-0.05587687863612645
0.8954295773805692,0.011547166805477294
0.9474211432410444,-0.024940523086005695
